Clicked At,Replied At,Data Entered At,Attachment Opened At,Macro Enabled At,QR Code Scanned At,Opened At,Reported,Scheduled,Delivered At,Job Title,Division,Browser,Browser Version,Operating System,Email Template,Current PPP,Risk Score,Locale,Department
,,,,,,,,3/15/24 15:17,3/15/24 15:17,Student,Undergraduate-New Freshman-Northfield Campus-College of Liberal Arts,,,,Spirit: 50 Off Halloween Purchase Deal (Link),0.173913,46.0773,en,Communications
,,,,,,3/15/24 15:12,3/15/24 15:12,3/15/24 14:28,3/15/24 14:28,Student,,,,,Instagram: Your video has been removed (Link),0.25,46.0773,en,Communications
,,,,,,,,3/13/24 17:25,3/13/24 17:25,Student,,,,,Amazon: A thank you gift from Jeff Bezos (Link),0.125,46.0773,en,Communications
,,,,,,,,3/14/24 16:18,3/14/24 16:18,Student,,,,,Amazon: Work for Amazon Remotely (Link),0,46.0773,en,Communications
,,,,,,,,3/15/24 20:12,3/15/24 20:12,Student,,,,,CCleaner: Download the new CCleaner Mobile app! (QR Code),0,46.0773,en,Communications
,,,,,,,,3/15/24 20:07,3/15/24 20:07,Student,,,,,Apples: You recently requested a password reset for your Apples ID (Link),0,46.0773,en,Communications
,,,,,,,,3/15/24 14:50,3/15/24 14:50,Student,,,,,Thank you for your purchase! (Link),0,46.0773,en,Communications
,,,,,,3/15/24 3:03,,3/14/24 18:16,3/14/24 18:17,Student,,,,,Amazon: Cyber Monday $50 Credit Offer! (Link),0,46.0773,en,Communications
,,,,,,,,3/14/24 13:36,3/14/24 13:36,Student,,,,,My Retirement Investments Statement (Link),0,46.0773,en,Communications
,,,,,,,,3/14/24 14:39,3/14/24 14:39,Student,,,,,Withdrawal is available (Link),0,46.0773,en,Communications
,,,,,,4/16/24 16:51,,4/16/24 16:47,4/16/24 16:47,Student,Undergraduate-Continuing-Northfield Campus-College of Liberal Arts,,,,Steam: Malware Alert (Link),0,46.0773,en,Communications
,,,,,,,,4/17/24 15:26,4/17/24 15:26,Student,Undergraduate-Continuing-Northfield Campus-College of Liberal Arts,,,,Chipotle: Go BOGO with our mobile app! (QR Code),0.0434783,46.0773,en,Communications
,,,,,,4/16/24 20:18,,4/16/24 20:00,4/16/24 20:00,Student,Undergraduate-Continuing-Northfield Campus-College of Liberal Arts,,,,AT&T: Exciting News: Your Wireless Bill Has Been Revised! (Link),0,46.0773,en,Communications
,,,,,,4/17/24 0:48,,4/16/24 19:15,4/16/24 19:15,Student,Undergraduate-Continuing-Northfield Campus-College Science - Mathematics,,,,X: You got paid! (PDF Attachment),0.0434783,46.0773,en,Communications
,,,,,,,,4/17/24 19:19,4/17/24 19:19,Student,Undergraduate-Continuing-Northfield Campus-College of Liberal Arts,,,,Countdown Timer: You've only got three minutes (Link),0,46.0773,en,Communications
,,,,,,,,4/15/24 17:28,4/15/24 17:28,Student,Undergraduate-Continuing-Northfield Campus-College of Liberal Arts,,,,Twitter: Confirm your email address (Link),0.0434783,46.0773,en,Communications
,,,,,,4/15/24 13:14,,4/15/24 13:10,4/15/24 13:10,Student,Undergraduate-Continuing-Northfield Campus-College of Liberal Arts,,,,Amazon Prime: Protect yourself from scammers (Link),0.173913,46.0773,en,Communications
4/17/24 12:42,,,,,,4/17/24 12:41,,4/17/24 12:14,4/17/24 12:14,Student,Undergraduate-New Freshman-Northfield Campus-College of Liberal Arts,Chrome,123,android,Twitter: Confirm your email address (Link),0.130435,46.0773,en,Communications
,,,,,,,,4/15/24 15:31,4/15/24 15:31,Student,Undergraduate-New Freshman-Northfield Campus-College Science - Mathematics,,,,Terra: Let's go to the moon! (QR Code),0.0869565,46.0773,en,Communications
4/15/24 20:34,,,,,,4/15/24 20:34,,4/15/24 20:16,4/15/24 20:16,Student,Undergraduate-New Freshman-Northfield Campus-College of Liberal Arts,Safari,17,ios,My Retirement Investments Statement (Link),0.173913,46.0773,en,Communications
,,,,,,4/15/24 19:03,4/15/24 19:03,4/15/24 18:19,4/15/24 18:19,Student,,,,,Amazon Prime: Protect yourself from scammers (Link),0.25,46.0773,en,Communications
,,,,,,4/17/24 18:04,,4/17/24 18:04,4/17/24 18:04,Student,,,,,Amazon: Recent Amazon AWS Outage (Link),0.125,46.0773,en,Communications
,,,,,,,,4/15/24 16:03,4/15/24 16:03,Student,,,,,Hello All Cat Lovers!!!!! (Link),0,46.0773,en,Communications
,,,,,,,,4/15/24 19:22,4/15/24 19:22,Student,,,,,Terra: Let's go to the moon! (QR Code),0,46.0773,en,Communications
,,,,,,,,4/15/24 19:52,4/15/24 19:52,Student,,,,,Amazon: Work for Amazon Remotely (Link),0,46.0773,en,Communications
,,,,,,,,4/17/24 19:33,4/17/24 19:33,Student,,,,,Twitter: Confirm your email address (Link),0,46.0773,en,Communications
,,,,,,4/18/24 2:26,,4/17/24 18:09,4/17/24 18:09,Student,,,,,CCleaner: Download the new CCleaner Mobile app! (QR Code),0,46.0773,en,Communications
,,,,,,4/16/24 16:39,,4/16/24 16:38,4/16/24 16:38,Student,,,,,Apples: You recently requested a password reset for your Apples ID (Link),0,46.0773,en,Communications
,,,,,,,,4/16/24 19:51,4/16/24 19:51,Student,,,,,Amazon: A thank you gift from Jeff Bezos (Link),0,46.0773,en,Communications
,,,,,,,,5/15/24 14:14,5/15/24 14:14,Student,Undergraduate-Continuing-Northfield Campus-College of Liberal Arts,,,,Spirit: 50 Off Halloween Purchase Deal (Link),0,46.0773,en,Communications
,,,,,,,,5/14/24 15:00,5/14/24 15:00,Student,Undergraduate-Continuing-Northfield Campus-College of Liberal Arts,,,,Apples: You recently requested a password reset for your Apples ID (Link),0.0434783,46.0773,en,Communications
,,,,,,5/14/24 20:29,,5/14/24 19:07,5/14/24 19:08,Student,Undergraduate-Continuing-Northfield Campus-College of Liberal Arts,,,,"Subway: It's lunch time, are you getting hungry? (Link)",0,46.0773,en,Communications
,,,,,,,,5/13/24 20:46,5/13/24 20:46,Student,Undergraduate-Continuing-Northfield Campus-College Science - Mathematics,,,,Amazon: Cyber Monday $50 Credit Offer! (Link),0.0434783,46.0773,en,Communications
,,,,,,,,5/13/24 20:13,5/13/24 20:13,Student,Undergraduate-Continuing-Northfield Campus-College of Liberal Arts,,,,My Retirement Investments Statement (Link),0,46.0773,en,Communications
,,,,,,5/14/24 20:16,,5/14/24 20:15,5/14/24 20:15,Student,Undergraduate-Continuing-Northfield Campus-College of Liberal Arts,,,,Gooogle: Resolve 2 security issues found on your Gooogle account (Link),0.0434783,46.0773,en,Communications
,,,,,,5/15/24 13:40,,5/15/24 12:24,5/15/24 12:24,Student,Undergraduate-Continuing-Northfield Campus-College of Liberal Arts,,,,Withdrawal is available (Link),0.173913,46.0773,en,Communications
,,,,,,,,5/14/24 18:39,5/14/24 18:39,Student,Undergraduate-New Freshman-Northfield Campus-College of Liberal Arts,,,,Amazon Prime: Protect yourself from scammers (Link),0.130435,46.0773,en,Communications
,,,,,,,,5/15/24 16:35,5/15/24 16:35,Student,Undergraduate-New Freshman-Northfield Campus-College Science - Mathematics,,,,Hello All Cat Lovers!!!!! (Link),0.0869565,46.0773,en,Communications
,,,,,,,,5/15/24 14:03,5/15/24 14:03,Student,Undergraduate-New Freshman-Northfield Campus-College of Liberal Arts,,,,Amazon: A thank you gift from Jeff Bezos (Link),0.173913,46.0773,en,Communications
,,,,,,5/15/24 16:49,5/15/24 16:49,5/15/24 16:44,5/15/24 16:44,Student,,,,,Hello All Cat Lovers!!!!! (Link),0.25,46.0773,en,Communications
,,,,,,,,5/14/24 13:46,5/14/24 13:46,Student,,,,,Amazon: Work for Amazon Remotely (Link),0.125,46.0773,en,Communications
,,,,,,,,5/14/24 15:52,5/14/24 15:52,Student,,,,,Facebook: Your Horoscope is ready (Link),0,46.0773,en,Communications
,,,,,,,,5/15/24 13:36,5/15/24 13:36,Student,,,,,X: You got paid! (PDF Attachment),0,46.0773,en,Communications
,,,,,,,,5/15/24 17:03,5/15/24 17:03,Student,,,,,Countdown Timer: You've only got three minutes (Link),0,46.0773,en,Communications
,,,,,,,,5/15/24 18:22,5/15/24 18:22,Student,,,,,My Retirement Investments Statement (Link),0,46.0773,en,Communications
,,,,,,5/15/24 3:14,,5/14/24 18:38,5/14/24 18:38,Student,,,,,Gooogle: Resolve 2 security issues found on your Gooogle account (Link),0,46.0773,en,Communications
,,,,,,,,5/15/24 17:03,5/15/24 17:03,Student,,,,,X: You got paid! (PDF Attachment),0,46.0773,en,Communications
,,,,,,,,5/15/24 13:31,5/15/24 13:31,Student,,,,,Amazon Prime Day: Special deals and offers for Amazon Prime Day! (Link),0,46.0773,en,Communications
,,,,,,,,2/15/24 19:54,2/15/24 19:54,Student,Undergraduate-Readmitted Student-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Amazon: A thank you gift from Jeff Bezos (Link),0.0434783,46.0773,en,Computer Scie & Info Systems
,,,,,,2/16/24 1:26,,2/15/24 19:59,2/15/24 19:59,Student,Undergraduate-Continuing-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,CCleaner: Download the new CCleaner Mobile app! (QR Code),0.125,46.0773,en,Computer Scie & Info Systems
,,,,,,2/17/24 14:01,2/17/24 14:01,2/15/24 17:59,2/15/24 17:59,Student,Undergraduate-Continuing-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,AT&T: Exciting News: Your Wireless Bill Has Been Revised! (Link),0,46.0773,en,Computer Scie & Info Systems
,,,,,,,,2/14/24 14:44,2/14/24 14:44,Student,Undergraduate-Continuing-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Chipotle: Go BOGO with our mobile app! (QR Code),0,46.0773,en,Computer Scie & Info Systems
,,,,,,,,2/15/24 21:14,2/15/24 21:14,Student,Undergraduate-Continuing-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Gooogle: Resolve 2 security issues found on your Gooogle account (Link),0,46.0773,en,Computer Scie & Info Systems
,,,,,,,,2/15/24 19:03,2/15/24 19:03,Student,Undergraduate-Transfer-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Withdrawal is available (Link),0,46.0773,en,Computer Scie & Info Systems
,,,,,,,,2/14/24 17:15,2/14/24 17:21,Student,Undergraduate-Transfer-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Amazon Prime: Protect yourself from scammers (Link),0.0434783,46.0773,en,Computer Scie & Info Systems
,,,,,,,,2/14/24 20:54,2/14/24 20:54,Student,Undergraduate-Transfer-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Terra: Let's go to the moon! (QR Code),0,46.0773,en,Computer Scie & Info Systems
,,,,,,,,2/14/24 14:46,2/14/24 14:46,Student,Undergraduate-Transfer-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Amazon: Recent Amazon AWS Outage (Link),0,46.0773,en,Computer Scie & Info Systems
,,,,,,,,2/14/24 17:55,2/14/24 18:16,Student,Undergraduate-Readmitted Student-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Zelle: We declined your last transaction (Link),0,46.0773,en,Computer Scie & Info Systems
,,,,,,,,2/13/24 18:32,2/13/24 18:32,Student,Undergraduate-Readmitted Student-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Facebook: Your Horoscope is ready (Link),0,46.0773,en,Computer Scie & Info Systems
,,,,,,,,2/15/24 15:39,2/15/24 15:39,Student,Undergraduate-Continuing-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Thank you for your purchase! (Link),0,46.0773,en,Computer Scie & Info Systems
,,,,,,,,2/15/24 14:33,2/15/24 14:33,Student,Undergraduate-Transfer-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Hello All Cat Lovers!!!!! (Link),0,46.0773,en,Computer Scie & Info Systems
,,,,,,,,2/15/24 20:28,2/15/24 20:28,Student,Undergraduate-Transfer-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Spirit: 50 Off Halloween Purchase Deal (Link),0,46.0773,en,Computer Scie & Info Systems
,,,,,,,,2/15/24 14:48,2/15/24 14:48,Student,Undergraduate-Readmitted Student-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Hello All Cat Lovers!!!!! (Link),0,46.0773,en,Computer Scie & Info Systems
,,,,,,,,2/15/24 13:56,2/15/24 13:56,Student,Undergraduate-Transfer-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,AT&T: Exciting News: Your Wireless Bill Has Been Revised! (Link),0.25,46.0773,en,Computer Scie & Info Systems
,,,,,,,,2/14/24 21:00,2/14/24 21:00,Student,Undergraduate-Transfer-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,CCleaner: Download the new CCleaner Mobile app! (QR Code),0.25,46.0773,en,Computer Scie & Info Systems
,,,,,,,,2/13/24 19:57,2/13/24 19:57,Student,Undergraduate-Transfer-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Amazon: A thank you gift from Jeff Bezos (Link),0.125,46.0773,en,Computer Scie & Info Systems
,,,,,,,,2/14/24 19:14,2/14/24 19:14,Student,,,,,Twitter: Confirm your email address (Link),0.125,46.0773,en,Computer Scie & Info Systems
,,,,,,,,2/15/24 15:36,2/15/24 15:36,Student,,,,,Amazon: Work for Amazon Remotely (Link),0,46.0773,en,Computer Scie & Info Systems
,,,,,,,,2/14/24 19:29,2/14/24 19:29,Student,,,,,Steam: Malware Alert (Link),0,46.0773,en,Computer Scie & Info Systems
,,,,,,,,2/13/24 21:39,2/13/24 21:39,Student,,,,,"Subway: It's lunch time, are you getting hungry? (Link)",0,46.0773,en,Computer Scie & Info Systems
,,,,,,,,2/14/24 18:49,2/14/24 18:49,Student,,,,,Amazon: Work for Amazon Remotely (Link),0,46.0773,en,Computer Scie & Info Systems
,,,,,,,,2/14/24 18:26,2/14/24 18:26,Student,,,,,My Retirement Investments Statement (Link),0,46.0773,en,Computer Scie & Info Systems
,,,,,,,,2/15/24 14:41,2/15/24 14:41,Student,,,,,Apples: You recently requested a password reset for your Apples ID (Link),0,46.0773,en,Computer Scie & Info Systems
,,,,,,2/14/24 18:49,,2/14/24 13:23,2/14/24 13:23,Student,,,,,Hello All Cat Lovers!!!!! (Link),0,46.0773,en,Computer Scie & Info Systems
,,,,,,,,2/13/24 19:24,2/13/24 19:24,Student,,,,,X: You got paid! (PDF Attachment),0,46.0773,en,Computer Scie & Info Systems
,,,,,,,,2/13/24 17:52,2/13/24 17:52,Student,,,,,Amazon: A thank you gift from Jeff Bezos (Link),0,46.0773,en,Computer Scie & Info Systems
,,,,,,2/15/24 14:43,,2/15/24 13:13,2/15/24 13:13,Student,,,,,AT&T: Exciting News: Your Wireless Bill Has Been Revised! (Link),0,46.0773,en,Computer Scie & Info Systems
,,,,,,,,2/13/24 21:23,2/13/24 21:23,Student,,,,,Steam: Malware Alert (Link),0,46.0773,en,Computer Scie & Info Systems
,,,,,,,,3/13/24 20:24,3/13/24 20:24,Student,Undergraduate-Readmitted Student-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,My Retirement Investments Statement (Link),0.0434783,46.0773,en,Computer Scie & Info Systems
,,,,,,3/14/24 18:36,,3/14/24 17:16,3/14/24 17:16,Student,Undergraduate-Continuing-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Facebook: Your Horoscope is ready (Link),0.125,46.0773,en,Computer Scie & Info Systems
,,,,,,,,3/14/24 13:47,3/14/24 13:47,Student,Undergraduate-Continuing-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,My Retirement Investments Statement (Link),0,46.0773,en,Computer Scie & Info Systems
,,,,,,,,3/15/24 13:26,3/15/24 13:26,Student,Undergraduate-Continuing-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,AT&T: Exciting News: Your Wireless Bill Has Been Revised! (Link),0,46.0773,en,Computer Scie & Info Systems
,,,,,,,,3/14/24 20:42,3/14/24 20:42,Student,Undergraduate-Continuing-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,CCleaner: Download the new CCleaner Mobile app! (QR Code),0,46.0773,en,Computer Scie & Info Systems
,,,,,,,,3/14/24 13:49,3/14/24 13:49,Student,Undergraduate-Transfer-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Amazon: Work for Amazon Remotely (Link),0,46.0773,en,Computer Scie & Info Systems
,,,,,,3/16/24 2:28,,3/15/24 17:16,3/15/24 17:16,Student,Undergraduate-Transfer-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,"Subway: It's lunch time, are you getting hungry? (Link)",0.0434783,46.0773,en,Computer Scie & Info Systems
,,,,,,,,3/15/24 16:47,3/15/24 16:47,Student,Undergraduate-Transfer-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Chipotle: Go BOGO with our mobile app! (QR Code),0,46.0773,en,Computer Scie & Info Systems
,,,,,,,,3/15/24 17:56,3/15/24 17:56,Student,Undergraduate-Readmitted Student-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,AT&T: Exciting News: Your Wireless Bill Has Been Revised! (Link),0,46.0773,en,Computer Scie & Info Systems
,,,,,,3/18/24 4:53,,3/15/24 12:48,3/15/24 12:48,Student,Undergraduate-Transfer-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Amazon Prime: Protect yourself from scammers (Link),0,46.0773,en,Computer Scie & Info Systems
,,,,,,,,3/14/24 16:04,3/14/24 16:05,Student,Undergraduate-Readmitted Student-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Steam: Malware Alert (Link),0,46.0773,en,Computer Scie & Info Systems
,,,,,,,,3/15/24 14:05,3/15/24 14:05,Student,Undergraduate-Continuing-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Amazon Prime: Protect yourself from scammers (Link),0,46.0773,en,Computer Scie & Info Systems
,,,,,,,,3/15/24 15:50,3/15/24 15:50,Student,Undergraduate-Transfer-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Countdown Timer: You've only got three minutes (Link),0,46.0773,en,Computer Scie & Info Systems
,,,,,,,,3/14/24 15:00,3/14/24 15:00,Student,Undergraduate-Transfer-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Terra: Let's go to the moon! (QR Code),0,46.0773,en,Computer Scie & Info Systems
,,,,,,,,3/14/24 14:43,3/14/24 14:43,Student,Undergraduate-Readmitted Student-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Amazon Prime: Protect yourself from scammers (Link),0,46.0773,en,Computer Scie & Info Systems
3/16/24 1:25,,,,,,3/16/24 1:25,,3/14/24 16:21,3/14/24 16:21,Student,Undergraduate-Transfer-Coll Grad & Continuing Studies-College Graduate Con Studies,Chrome,122,mac,Withdrawal is available (Link),0.25,46.0773,en,Computer Scie & Info Systems
,,,,,,3/15/24 1:00,3/15/24 1:00,3/14/24 16:47,3/14/24 16:47,Student,Undergraduate-Transfer-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Amazon: Recent Amazon AWS Outage (Link),0.125,46.0773,en,Computer Scie & Info Systems
3/14/24 19:52,,,,,,3/14/24 19:52,,3/14/24 19:51,3/14/24 19:51,Student,Undergraduate-Transfer-Coll Grad & Continuing Studies-College Graduate Con Studies,Chrome,122,mac,Amazon: Work for Amazon Remotely (Link),0.25,46.0773,en,Computer Scie & Info Systems
,,,,,,,,3/14/24 18:05,3/14/24 18:05,Student,,,,,Thank you for your purchase! (Link),0.125,46.0773,en,Computer Scie & Info Systems
,,,,,,,,3/15/24 16:49,3/15/24 16:49,Student,,,,,CCleaner: Download the new CCleaner Mobile app! (QR Code),0,46.0773,en,Computer Scie & Info Systems
,,,,,,,,3/14/24 17:06,3/14/24 17:06,Student,,,,,Amazon: Work for Amazon Remotely (Link),0,46.0773,en,Computer Scie & Info Systems
,,,,,,,,3/13/24 17:26,3/13/24 17:26,Student,,,,,Withdrawal is available (Link),0,46.0773,en,Computer Scie & Info Systems
,,,,,,,,3/15/24 15:12,3/15/24 15:12,Student,,,,,Withdrawal is available (Link),0,46.0773,en,Computer Scie & Info Systems
,,,,,,,,3/14/24 15:13,3/14/24 15:13,Student,,,,,Amazon: Cyber Monday $50 Credit Offer! (Link),0,46.0773,en,Computer Scie & Info Systems
,,,,,,3/14/24 15:37,,3/14/24 15:22,3/14/24 15:22,Student,,,,,Facebook: Password Change (Link),0,46.0773,en,Computer Scie & Info Systems
,,,,,,,,3/15/24 18:44,3/15/24 18:44,Student,,,,,Amazon: A thank you gift from Jeff Bezos (Link),0,46.0773,en,Computer Scie & Info Systems
,,,,,,,,3/13/24 20:00,3/13/24 20:00,Student,,,,,Gooogle: Resolve 2 security issues found on your Gooogle account (Link),0,46.0773,en,Computer Scie & Info Systems
,,,,,,,,3/13/24 17:59,3/13/24 17:59,Student,,,,,Facebook: Password Change (Link),0,46.0773,en,Computer Scie & Info Systems
,,,,,,,,3/14/24 20:55,3/14/24 20:55,Student,,,,,X: You got paid! (PDF Attachment),0,46.0773,en,Computer Scie & Info Systems
,,,,,,,,3/13/24 19:55,3/13/24 19:55,Student,,,,,Twitter: Confirm your email address (Link),0,46.0773,en,Computer Scie & Info Systems
,,,,,,,,3/14/24 12:21,3/14/24 12:21,Student,,,,,AT&T: Exciting News: Your Wireless Bill Has Been Revised! (Link),0,46.0773,en,Computer Scie & Info Systems
,,,,,,,,4/15/24 20:07,4/15/24 20:07,Student,Undergraduate-Readmitted Student-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Withdrawal is available (Link),0.0434783,46.0773,en,Computer Scie & Info Systems
,,,,,,4/16/24 3:02,,4/15/24 17:56,4/15/24 17:56,Student,Undergraduate-Continuing-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Facebook: Password Change (Link),0.125,46.0773,en,Computer Scie & Info Systems
,,,,,,,,4/17/24 12:22,4/17/24 12:23,Student,Undergraduate-Continuing-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Amazon Prime Day: Special deals and offers for Amazon Prime Day! (Link),0,46.0773,en,Computer Scie & Info Systems
,,,,,,,,4/15/24 16:09,4/15/24 16:09,Student,Undergraduate-Continuing-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Zelle: We declined your last transaction (Link),0,46.0773,en,Computer Scie & Info Systems
,,,,,,,,4/15/24 12:15,4/15/24 12:15,Student,Undergraduate-Continuing-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Amazon Prime: Protect yourself from scammers (Link),0,46.0773,en,Computer Scie & Info Systems
,,,,,,,,4/15/24 16:11,4/15/24 16:11,Student,Undergraduate-Transfer-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Twitter: Confirm your email address (Link),0,46.0773,en,Computer Scie & Info Systems
,,,,,,,,4/16/24 13:30,4/16/24 13:30,Student,Undergraduate-Transfer-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,AT&T: Exciting News: Your Wireless Bill Has Been Revised! (Link),0.0434783,46.0773,en,Computer Scie & Info Systems
,,,,,,,,4/15/24 18:57,4/15/24 18:57,Student,Undergraduate-Transfer-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,X: You got paid! (PDF Attachment),0,46.0773,en,Computer Scie & Info Systems
,,,,,,,,4/16/24 16:05,4/16/24 16:05,Student,Undergraduate-Transfer-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Thank you for your purchase! (Link),0,46.0773,en,Computer Scie & Info Systems
,,,,,,,,4/15/24 13:55,4/15/24 13:55,Student,Undergraduate-Readmitted Student-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Amazon: Cyber Monday $50 Credit Offer! (Link),0,46.0773,en,Computer Scie & Info Systems
,,,,,,,,4/17/24 19:25,4/17/24 19:25,Student,Undergraduate-Readmitted Student-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Hello All Cat Lovers!!!!! (Link),0,46.0773,en,Computer Scie & Info Systems
,,,,,,,,4/17/24 16:51,4/17/24 16:51,Student,Undergraduate-Continuing-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Spirit: 50 Off Halloween Purchase Deal (Link),0,46.0773,en,Computer Scie & Info Systems
,,,,,,,,4/16/24 19:27,4/16/24 19:27,Student,Undergraduate-Transfer-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Amazon: Cyber Monday $50 Credit Offer! (Link),0,46.0773,en,Computer Scie & Info Systems
,,,,,,,,4/15/24 14:03,4/15/24 14:03,Student,Undergraduate-Transfer-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Amazon Prime: Protect yourself from scammers (Link),0,46.0773,en,Computer Scie & Info Systems
,,,,,,,,4/15/24 18:27,4/15/24 18:27,Student,Undergraduate-Readmitted Student-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Instagram: Your video has been removed (Link),0,46.0773,en,Computer Scie & Info Systems
,,,,,,,,4/17/24 19:41,4/17/24 19:41,Student,Undergraduate-Transfer-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Terra: Let's go to the moon! (QR Code),0.25,46.0773,en,Computer Scie & Info Systems
,,,,,,,,4/16/24 17:04,4/16/24 17:04,Student,Undergraduate-Transfer-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Terra: Let's go to the moon! (QR Code),0.125,46.0773,en,Computer Scie & Info Systems
,,,,,,,,4/16/24 12:13,4/16/24 12:13,Student,Undergraduate-Transfer-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,X: You got paid! (PDF Attachment),0.25,46.0773,en,Computer Scie & Info Systems
,,,,,,,,4/15/24 20:51,4/15/24 20:51,Student,,,,,Zelle: We declined your last transaction (Link),0.125,46.0773,en,Computer Scie & Info Systems
,,,,,,,,4/17/24 18:06,4/17/24 18:06,Student,,,,,Zelle: We declined your last transaction (Link),0,46.0773,en,Computer Scie & Info Systems
,,,,,,,,4/15/24 14:05,4/15/24 14:05,Student,,,,,Apples: You recently requested a password reset for your Apples ID (Link),0,46.0773,en,Computer Scie & Info Systems
,,,,,,,,4/16/24 13:22,4/16/24 13:22,Student,,,,,Amazon Prime: Protect yourself from scammers (Link),0,46.0773,en,Computer Scie & Info Systems
,,,,,,,,4/15/24 20:22,4/15/24 20:22,Student,,,,,Twitter: Confirm your email address (Link),0,46.0773,en,Computer Scie & Info Systems
,,,,,,,,4/15/24 20:57,4/15/24 20:57,Student,,,,,Apples: You recently requested a password reset for your Apples ID (Link),0,46.0773,en,Computer Scie & Info Systems
,,,,,,,,4/17/24 17:13,4/17/24 17:13,Student,,,,,Amazon Prime: Protect yourself from scammers (Link),0,46.0773,en,Computer Scie & Info Systems
,,,,,,4/17/24 17:44,4/17/24 17:46,4/17/24 16:11,4/17/24 16:12,Student,,,,,Instagram: Your video has been removed (Link),0,46.0773,en,Computer Scie & Info Systems
,,,,,,,,4/17/24 19:28,4/17/24 19:28,Student,,,,,Amazon: Work for Amazon Remotely (Link),0,46.0773,en,Computer Scie & Info Systems
,,,,,,,,4/16/24 13:51,4/16/24 13:51,Student,,,,,Amazon Prime Day: Special deals and offers for Amazon Prime Day! (Link),0,46.0773,en,Computer Scie & Info Systems
,,,,,,,,4/17/24 18:01,4/17/24 18:01,Student,,,,,Thank you for your purchase! (Link),0,46.0773,en,Computer Scie & Info Systems
,,,,,,4/17/24 19:05,,4/17/24 19:04,4/17/24 19:04,Student,,,,,Amazon: Cyber Monday $50 Credit Offer! (Link),0,46.0773,en,Computer Scie & Info Systems
,,,,,,,,4/17/24 17:03,4/17/24 17:03,Student,,,,,Amazon Prime: Protect yourself from scammers (Link),0,46.0773,en,Computer Scie & Info Systems
,,,,,,,,5/14/24 19:12,5/14/24 19:12,Student,Undergraduate-Readmitted Student-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Thank you for your purchase! (Link),0.0434783,46.0773,en,Computer Scie & Info Systems
,,,,,,5/14/24 22:41,,5/14/24 20:06,5/14/24 20:06,Student,Undergraduate-Continuing-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,"Subway: It's lunch time, are you getting hungry? (Link)",0.125,46.0773,en,Computer Scie & Info Systems
